Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM887296,"MDA-MB-361","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887296/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887297,"MDA-MB-415","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887297/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887298,"MDA-MB-435S","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887298/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887299,"MDA-MB-436","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887299/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887300,"MDA-MB-453","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887300/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887301,"MDA-MB-468","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887301/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887302,"MDA PCa 2b","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887302/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887303,"MDST8","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887303/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887304,"ME-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887304/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887305,"MEC-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887305/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887306,"MEC-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887306/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887307,"MEG-01","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887307/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887308,"MEL-HO","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887308/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887309,"MEL-JUSO","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887309/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887310,"MeWo","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887310/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887311,"MFE-280","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887311/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887312,"MFE-296","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887312/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887313,"MFE-319","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887313/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887314,"MG-63","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887314/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887315,"MHH-CALL-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887315/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887316,"MHH-CALL-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887316/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887317,"MHH-CALL-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887317/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887318,"MHH-ES-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887318/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887319,"MHH-NB-11","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887319/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887320,"MIA PaCa-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887320/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887321,"Mino","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887321/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887322,"MJ","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887322/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887323,"MKN1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887323/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887324,"MKN-45","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887324/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887325,"MKN74","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887325/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887326,"MKN7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887326/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887327,"ML-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887327/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887328,"MM1-S","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887328/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887329,"MOLM-13","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887329/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887330,"MOLM-16","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887330/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887331,"MOLM-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887331/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887332,"MOLP-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887332/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887333,"MOLP-8","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887333/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887334,"MOLT-13","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887334/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887335,"MOLT-16","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887335/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887336,"MOLT-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887336/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887337,"MONO-MAC-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887337/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887338,"MONO-MAC-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887338/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887339,"MOR/CPR","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887339/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887340,"MOTN-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887340/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887341,"MPP 89","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887341/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887342,"MSTO-211H","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887342/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887343,"MUTZ-5","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887343/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887344,"MV-4-11","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887344/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887345,"NALM-19","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887345/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887346,"NALM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887346/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887347,"NALM-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887347/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887348,"NB-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887348/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887349,"NB-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887349/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887350,"NCI-H1048","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887350/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887351,"NCI-H1092","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887351/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887352,"NCI-H1105","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887352/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887353,"NCI-H1155","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887353/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887354,"NCI-H1184","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887354/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887355,"NCI-H1299","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887355/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887356,"NCI-H1339","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887356/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887357,"NCI-H1341","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887357/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887358,"NCI-H1355","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887358/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887359,"NCI-H1373","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887359/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887360,"NCI-H1385","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887360/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887361,"NCI-H1395","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887361/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887362,"NCI-H1435","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887362/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887363,"NCI-H1436","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887363/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887364,"NCI-H1437","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887364/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887365,"NCI-H146","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887365/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887366,"NCI-H1563","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887366/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887367,"NCI-H1568","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887367/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887368,"NCI-H1573","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887368/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887369,"NCI-H1581","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887369/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887370,"NCI-H1618","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887370/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887371,"NCI-H1623","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887371/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887372,"NCI-H1648","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887372/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887373,"NCI-H1650","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887373/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887374,"NCI-H1651","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887374/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887375,"NCI-H1666","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887375/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887376,"NCI-H1693","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887376/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887377,"NCI-H1694","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887377/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887378,"NCI-H1703","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887378/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887379,"NCI-H1734","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887379/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887380,"NCI-H1755","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887380/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887381,"NCI-H1781","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887381/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887382,"NCI-H1792","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887382/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887383,"NCI-H1793","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887383/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887384,"NCI-H1836","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887384/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887385,"NCI-H1838","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887385/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887386,"NCI-H1869","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887386/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887387,"NCI-H1876","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887387/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887388,"NCI-H1915","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887388/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887389,"NCI-H1930","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887389/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887390,"NCI-H1944","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887390/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887391,"NCI-H1963","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887391/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887392,"NCI-H196","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887392/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887393,"NCI-H1975","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887393/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887394,"NCI-H2009","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887394/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887395,"NCI-H2023","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887395/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887396,"NCI-H2029","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887396/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887397,"NCI-H2030","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887397/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887398,"NCI-H2052","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887398/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887399,"NCI-H2066","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887399/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887400,"NCI-H2081","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887400/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887401,"NCI-H2085","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887401/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887402,"NCI-H2087","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887402/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887403,"NCI-H209","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887403/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887404,"NCI-H2106","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887404/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887405,"NCI-H2110","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887405/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887406,"NCI-H211","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887406/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887407,"NCI-H2122","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887407/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887408,"NCI-H2126","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887408/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887409,"NCI-H2141","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887409/suppl",,"Nicolas Stransky","Mar 20, 2012"
